id,rating,release_date_cert,imdb_id,title,budget,release_date,revenue,runtime,original_language,original_title,vote_average,vote_count,poster_path,genres_id,genres_name,spoken_languages_name,production_companies_id,production_companies_name,production_companies_origin_country
116977,PG,2013-05-07 00:00:00+00:00,tt0249516,Foodfight!,65000000,2012-06-15,73706,87.0,en,Foodfight!,1.7,76,/R1zn75Yz4wpdd85byqhP7mT6No.jpg,"[16, 28, 35, 10751]","['Animation', 'Action', 'Comedy', 'Family']",['English'],"[4174, 1632, 133802, 133803, 133804]","['Threshold Entertainment', 'Lionsgate', 'C47 Productions', 'Natural Image', 'StoryArk Media']","['', 'US', '', '', '']"
308024,R,2015-01-23 00:00:00+00:00,tt3844362,The Overnight,0,2015-06-19,1100000,80.0,en,The Overnight,6.0,222,/65L466UR3h1jw8mTJhGmMZlj0eT.jpg,"[9648, 35]","['Mystery', 'Comedy']","['English', 'Français']","[1974, 63631]","['Duplass Brothers Productions', ""Gettin' Rad Productions""]","['US', '']"
83770,R,2012-12-21 00:00:00+00:00,tt0337692,On the Road,25000000,2012-05-22,8784318,137.0,en,On the Road,5.6,600,/k7LQteD02p3VHixbS6NXHkFdFwT.jpg,"[12, 18]","['Adventure', 'Drama']","['English', 'Français']","[8372, 70, 79077, 614, 83, 10611, 346, 21914, 12467, 6274, 6705, 104, 7131]","['SPAD Films', 'American Zoetrope', 'Jerry Leider Company', 'Vanguard Films', 'France 2 Cinéma', 'Ciné+', 'Videofilmes', 'K&S Films', 'Nomadic Pictures', 'MK2 Productions', 'Film4 Productions', 'Canal+', 'France Télévisions']","['', 'US', '', '', 'FR', 'FR', 'BR', 'AR', 'CA', 'FR', 'GB', 'FR', 'FR']"
116745,PG,2013-12-25 00:00:00+00:00,tt0359950,The Secret Life of Walter Mitty,90000000,2013-12-18,188133322,114.0,en,The Secret Life of Walter Mitty,7.1,5561,/tY6ypjKOOtujhxiSwTmvA4OZ5IE.jpg,"[12, 35, 18, 14]","['Adventure', 'Comedy', 'Drama', 'Fantasy']",['English'],"[290, 22213, 9118, 12, 10893, 37336, 25, 2932]","['Ingenious Media', 'TSG Entertainment', 'Samuel Goldwyn Films', 'New Line Cinema', 'Big Screen Productions', 'Down Productions', '20th Century Fox', 'Red Hour']","['GB', 'US', 'US', 'US', '', '', 'US', 'US']"
169917,R,2014-09-19 00:00:00+00:00,tt0365907,A Walk Among the Tombstones,28000000,2014-09-18,53181600,113.0,en,A Walk Among the Tombstones,6.3,1926,/bQTHTZezSudf27mMQtedHf1XpgO.jpg,"[80, 18, 9648, 53]","['Crime', 'Drama', 'Mystery', 'Thriller']",['English'],"[39043, 216, 40106, 11448, 10246, 8532, 40107, 215]","['Traveling Picture Show Company (TPSC)', 'Jersey Films', 'Free State Pictures', 'Exclusive Media', 'Cross Creek Pictures', '1984 Private Defense Contractors', 'Da Vinci Media Ventures', 'Double Feature Films']","['', '', '', 'US', 'US', '', '', '']"
135397,PG-13,2015-06-12 00:00:00+00:00,tt0369610,Jurassic World,150000000,2015-06-06,1671713208,124.0,en,Jurassic World,6.6,15629,/2c0ajTi8nvrsYl5Oi1lVi6F0kd2.jpg,"[28, 12, 878, 53]","['Action', 'Adventure', 'Science Fiction', 'Thriller']",['English'],"[3341, 56, 923, 33, 1778, 862]","['Fuji Television Network', 'Amblin Entertainment', 'Legendary Entertainment', 'Universal Pictures', 'Dentsu', 'The Kennedy/Marshall Company']","['JP', 'US', 'US', 'US', 'JP', 'US']"
23514,R,2011-10-27 00:00:00+00:00,tt0376136,The Rum Diary,45000000,2011-10-13,24000000,120.0,en,The Rum Diary,5.8,752,/8xmzSn5Qd3lX9iqrkoY27wMRE3O.jpg,"[18, 35]","['Drama', 'Comedy']","['Deutsch', 'Español', 'English']","[816, 3281, 2691]","['FilmEngine', 'GK Films', 'Infinitum Nihil']","['', 'GB', 'US']"
76489,PG,2012-04-13 00:00:00+00:00,tt0383010,The Three Stooges,30000000,2012-04-13,54819301,92.0,en,The Three Stooges,5.2,273,/8W1BEP1cRtdgqul9groolv1fgoT.jpg,[35],['Comedy'],['English'],"[8890, 25, 1156, 91002, 444]","['Wessler Entertainment', '20th Century Fox', 'Conundrum Entertainment', 'C3 Entertainment, Inc.', 'Dune Entertainment']","['', 'US', '', '', 'US']"
38757,PG,2010-11-24 00:00:00+00:00,tt0398286,Tangled,260000000,2010-11-24,591794936,100.0,en,Tangled,7.6,7642,/1uPxRO0iYwW02lzwatRhkugWBYs.jpg,"[16, 10751]","['Animation', 'Family']",['English'],"[6125, 2]","['Walt Disney Animation Studios', 'Walt Disney Pictures']","['US', 'US']"
49529,PG-13,2012-03-09 00:00:00+00:00,tt0401729,John Carter,250000000,2012-03-07,284139100,132.0,en,John Carter,6.2,3849,/rRnc3XUGFLeQScHiMmdqqsyPpT9.jpg,"[28, 12, 878]","['Action', 'Adventure', 'Science Fiction']",['English'],[2],['Walt Disney Pictures'],['US']
38778,PG-13,2010-07-30 00:00:00+00:00,tt0427152,Dinner for Schmucks,69000000,2010-07-30,86387857,114.0,en,Dinner for Schmucks,5.6,1132,/djwkUFhkM81gIsI9ZZ7I6ajZAKY.jpg,[35],['Comedy'],['English'],"[2242, 4, 158, 6733, 11084, 7]","['Everyman Pictures', 'Paramount', 'Spyglass Entertainment', 'Reliance Big Entertainment', 'Parkes/MacDonald Productions', 'DreamWorks Pictures']","['US', 'US', 'US', '', '', 'US']"
34544,PG-13,2010-06-11 00:00:00+00:00,tt0429493,The A-Team,110000000,2010-06-09,177238796,119.0,en,The A-Team,6.3,3171,/bkAWEx5g5tvRPjtDQyvIZ7LRxQm.jpg,"[53, 28, 12, 35, 80]","['Thriller', 'Action', 'Adventure', 'Comedy', 'Crime']","['Deutsch', 'English', 'Español', 'Français', 'Kiswahili']","[10908, 444, 5585, 2528, 1645, 10893, 25, 290]","['Phoenix Film Partners', 'Dune Entertainment', 'Stephen J. Cannell Productions', 'Top Cow Productions', 'Scott Free Productions', 'Big Screen Productions', '20th Century Fox', 'Ingenious Media']","['', 'US', '', 'US', 'GB', '', 'US', 'GB']"
77883,PG-13,2012-08-31 00:00:00+00:00,tt0431021,The Possession,14000000,2012-08-30,85446075,92.0,en,The Possession,5.9,1076,/loZYdcmgvnonHtH0XH0RI7rm8iA.jpg,"[27, 53]","['Horror', 'Thriller']",['English'],"[768, 22637]","['Ghost House Pictures', 'North Box Productions']","['US', '']"
39254,PG-13,2011-10-06 00:00:00+00:00,tt0433035,Real Steel,110000000,2011-09-28,299268508,127.0,en,Real Steel,6.8,5368,/4GIeI5K5YdDUkR3mNQBoScpSFEf.jpg,"[28, 878, 18]","['Action', 'Science Fiction', 'Drama']",['English'],"[76069, 2575, 7294, 9195, 11395, 12087, 76067, 76043, 7]","['Wardour Street Pictures', '21 Laps Entertainment', 'Reliance Entertainment', 'Touchstone Pictures', 'ImageMovers', 'Angry Films', 'Kontsept Film Company', 'Revolution Sun Studios', 'DreamWorks Pictures']","['', 'US', 'IN', 'US', 'US', '', '', 'US', 'US']"
227156,PG-13,2014-08-11 00:00:00+00:00,tt0435651,The Giver,25000000,2014-08-11,66980456,94.0,en,The Giver,6.5,3493,/ckchcez2u40myIAgkfdVyzofX2T.jpg,"[18, 878]","['Drama', 'Science Fiction']",['English'],"[308, 53464, 17145, 10221, 12005]","['The Weinstein Company', 'Asis Productions', 'Tonik Productions', 'Walden Media', 'Yucaipa Films']","['US', '', '', 'US', '']"
10193,G,2010-06-17 00:00:00+00:00,tt0435761,Toy Story 3,200000000,2010-06-16,1066969703,103.0,en,Toy Story 3,7.8,10198,/a83hHwstUsEEjE55kTgDkZMFweR.jpg,"[16, 10751, 35]","['Animation', 'Family', 'Comedy']","['English', 'Español']",[3],['Pixar'],['US']
72976,PG-13,2012-11-16 00:00:00+00:00,tt0443272,Lincoln,65000000,2012-11-09,275293450,149.0,en,Lincoln,6.8,2625,/oosQMP9sh9LF2xR2eKcQ1iSscWM.jpg,"[36, 18]","['History', 'Drama']",['English'],"[7, 56, 444, 862, 6735, 7294, 25]","['DreamWorks Pictures', 'Amblin Entertainment', 'Dune Entertainment', 'The Kennedy/Marshall Company', 'Participant Media', 'Reliance Entertainment', '20th Century Fox']","['US', 'US', 'US', 'US', 'US', 'IN', 'US']"
283350,PG-13,2015-05-21 00:00:00+00:00,tt0443465,Before We Go,0,2014-09-11,37151,89.0,en,Before We Go,6.6,1186,/hbWU6Q6owywuCzLRSJ0Nzxh0E2E.jpg,"[18, 10749, 35]","['Drama', 'Romance', 'Comedy']",['English'],"[4022, 59188, 59189]","['Wonderland Sound and Vision', 'G4 Productions', 'Nutmeg Film Productions']","['US', '', '']"
417859,PG,2011-10-28 00:00:00+00:00,tt0448694,Puss in Boots,130000000,2011-10-28,554987477,90.0,en,Puss in Boots,6.3,1894,/eufJ36oQCauDc427ewaEvQrhZ6i.jpg,"[28, 12, 16, 10751, 14, 35]","['Action', 'Adventure', 'Animation', 'Family', 'Fantasy', 'Comedy']","['Español', 'English']",[521],['DreamWorks Animation'],['US']
109410,PG-13,2013-04-12 00:00:00+00:00,tt0453562,42,40000000,2013-04-12,95020213,128.0,en,42,7.0,1195,/rRUpjEjg8XVSdPMbBQyUS9hE4zH.jpg,[18],['Drama'],['English'],[174],['Warner Bros. Pictures'],['US']
87827,PG,2012-11-21 00:00:00+00:00,tt0454876,Life of Pi,120000000,2012-11-20,609016565,127.0,en,Life of Pi,7.3,9944,/mYDKm9HxImm8PRru3KbkHAe1cmk.jpg,"[12, 18, 28]","['Adventure', 'Drama', 'Action']","['English', 'தமிழ்', '普通话', 'Français', 'हिन्दी', '日本語']","[711, 444, 290, 13480, 10893]","['Fox 2000 Pictures', 'Dune Entertainment', 'Ingenious Media', 'Haishang Films', 'Big Screen Productions']","['US', 'US', 'GB', '', '']"
29427,R,2010-02-26 00:00:00+00:00,tt0455407,The Crazies,20000000,2010-02-26,54956140,101.0,en,The Crazies,6.2,1239,/eO0TnT3cz9wNiNn0F6mjUuqRKY5.jpg,"[9648, 27, 28]","['Mystery', 'Horror', 'Action']",['English'],"[4916, 6735, 12807, 6736]","['Penn Station Entertainment', 'Participant Media', 'Overture Films', 'Imagenation Abu Dhabi FZ']","['', 'US', 'US', '']"
156022,R,2014-09-26 00:00:00+00:00,tt0455944,The Equalizer,55000000,2014-09-24,192330738,132.0,en,The Equalizer,7.2,5870,/5tb6sejph4zJKC1vrkwPiA2EjXZ.jpg,"[53, 28, 80]","['Thriller', 'Action', 'Crime']",['English'],"[41096, 5, 79, 1423, 34034, 2767]","['Lonetree Entertainment', 'Columbia Pictures', 'Village Roadshow Pictures', 'Escape Artists', 'LStar Capital', 'Mace Neufeld Productions']","['US', 'US', 'US', 'US', 'US', 'US']"
1771,PG-13,2011-07-22 00:00:00+00:00,tt0458339,Captain America: The First Avenger,140000000,2011-07-22,370569774,124.0,en,Captain America: The First Avenger,6.9,14965,/vSNxAJTlD0r02V9sPYpOjqDZXUK.jpg,"[28, 12, 878]","['Action', 'Adventure', 'Science Fiction']","['Français', 'Norsk', 'English']","[420, 4]","['Marvel Studios', 'Paramount']","['US', 'US']"
189,R,2014-08-22 00:00:00+00:00,tt0458481,Sin City: A Dame to Kill For,65000000,2014-08-20,39407616,102.0,en,Sin City: A Dame to Kill For,6.3,2622,/50kALxDX4mmzIRljbNbPY0u4cie.jpg,"[80, 28, 53]","['Crime', 'Action', 'Thriller']",['English'],"[41658, 14, 10807, 11006, 13241, 29076, 11005]","['Residaco', 'Miramax', 'Troublemaker Studios', 'Aldamisa Entertainment', 'Demarest Films', 'Solipsist Film', 'AR Films']","['', 'US', 'US', '', '', '', '']"
280381,R,2014-01-11 00:00:00+00:00,tt0464054,House at the End of the Drive,0,2014-01-11,0,91.0,en,House at the End of the Drive,8.0,1,/AmW0Rz1McoXMYPxl5WoootpiJsz.jpg,"[53, 27]","['Thriller', 'Horror']",['English'],[26679],['Allure Entertainment'],['']
43593,R,2010-08-20 00:00:00+00:00,tt0464154,Piranha 3D,24000000,2010-08-20,83188165,88.0,en,Piranha 3D,5.3,1307,/lMLS2OFBbNYMSB1ZbVp4q2S4zTU.jpg,"[35, 27]","['Comedy', 'Horror']",['English'],"[308, 2995, 7332, 7405, 18524, 22596]","['The Weinstein Company', 'Atmosphere Entertainment MM', 'Chako Film Company', 'Dimension Films', 'Intellectual Properties Worldwide', 'Aja / Levasseur Productions']","['US', 'US', '', 'US', '', '']"
44754,R,2011-09-30 00:00:00+00:00,tt0466893,Margaret,14000000,2011-09-30,46495,149.0,en,Margaret,6.3,164,/zqBao8uRH6TQAJd13tqC22vPB76.jpg,[18],['Drama'],['English'],"[43, 10161, 258, 932]","['Fox Searchlight Pictures', 'Gilbert Films', 'Scott Rudin Productions', 'Mirage Enterprises']","['US', 'US', 'US', '']"
264660,R,2015-04-24 00:00:00+00:00,tt0470752,Ex Machina,15000000,2015-01-16,36869414,108.0,en,Ex Machina,7.6,9271,/9goPE2IoMIXxTLWzl7aizwuIiLh.jpg,"[18, 878]","['Drama', 'Science Fiction']",['English'],"[284, 5726, 6705, 41077]","['DNA Films', 'Universal Pictures International (UPI)', 'Film4 Productions', 'A24']","['GB', '', 'GB', 'US']"
59108,PG-13,2011-11-04 00:00:00+00:00,tt0471042,Tower Heist,75000000,2011-11-02,152930623,104.0,en,Tower Heist,6.0,1927,/1HcOyMODYZXnncMikfhYkw3x2ss.jpg,"[28, 35]","['Action', 'Comedy']",['English'],"[33, 3086, 7295, 12007]","['Universal Pictures', 'Image Entertainment', 'Relativity Media', 'Rat Entertainment']","['US', 'US', 'US', '']"
41513,PG,2011-07-29 00:00:00+00:00,tt0472181,The Smurfs,110000000,2011-07-29,563749323,103.0,en,The Smurfs,5.7,2540,/vRhnslP2gW0QDym7BsMeSuioUfK.jpg,"[16, 10751, 12, 35, 14]","['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",['English'],"[2251, 7311, 5, 34]","['Sony Pictures Animation', 'Kerner Entertainment Company', 'Columbia Pictures', 'Sony Pictures']","['US', '', 'US', 'US']"
27582,R,2011-01-28 00:00:00+00:00,tt0472399,The Mechanic,40000000,2011-01-13,51070807,93.0,en,The Mechanic,6.4,2024,/fDAEJr4WLZLJQmckA2JZNICt0u3.jpg,"[28, 53, 80]","['Action', 'Thriller', 'Crime']",['English'],"[22035, 5490, 1020, 925, 8880]","['Scared Productions', 'CBS Films', 'Millennium Films', 'Nu Image', 'Winkler Films']","['', 'US', 'US', 'US', 'US']"
270487,PG-13,2016-02-05 00:00:00+00:00,tt0475290,"Hail, Caesar!",22000000,2016-02-05,63647656,106.0,en,"Hail, Caesar!",5.9,2733,/txvoksUbyxqvaOvDfEbwW5nEcmX.jpg,"[35, 18, 9648]","['Comedy', 'Drama', 'Mystery']",['English'],"[33, 2092, 10163]","['Universal Pictures', 'Mike Zoss Productions', 'Working Title Films']","['US', 'US', 'GB']"
44048,PG-13,2010-11-12 00:00:00+00:00,tt0477080,Unstoppable,100000000,2010-11-04,167805466,98.0,en,Unstoppable,6.4,2244,/uZ1aFZA5qCBUBnmeyNAcip8oRaa.jpg,"[28, 53]","['Action', 'Thriller']",['English'],"[19776, 1645, 1838, 19777, 25]","['Prospect Park', 'Scott Free Productions', 'Firm Films', 'Millbrook Farm Productions', '20th Century Fox']","['', 'GB', '', '', 'US']"
8967,PG-13,2011-05-27 00:00:00+00:00,tt0478304,The Tree of Life,32000000,2011-05-18,54674226,139.0,en,The Tree of Life,6.7,2072,/fd2wa02NYwbDJypkt4qLjjQODAM.jpg,"[18, 14]","['Drama', 'Fantasy']",['English'],"[81, 43, 1246]","['Plan B Entertainment', 'Fox Searchlight Pictures', 'River Road Entertainment']","['US', 'US', '']"
102899,PG-13,2015-07-17 00:00:00+00:00,tt0478970,Ant-Man,130000000,2015-07-14,519311965,117.0,en,Ant-Man,7.1,14056,/fddtVEUozxvLmehR5yGZjem44pD.jpg,"[878, 28, 12]","['Science Fiction', 'Action', 'Adventure']",['English'],[420],['Marvel Studios'],['US']
23047,PG-13,2011-01-07 00:00:00+00:00,tt0479997,Season of the Witch,40000000,2011-01-07,91627228,95.0,en,Season of the Witch,5.3,1597,/6jyHkHpNwy8qjxhc5vJsmqVCl3J.jpg,"[12, 14, 28]","['Adventure', 'Fantasy', 'Action']","['Latin', 'English']","[507, 7295]","['Atlas Entertainment', 'Relativity Media']","['US', 'US']"
34813,PG-13,2010-04-23 00:00:00+00:00,tt0480255,The Losers,25000000,2010-04-23,23580000,97.0,en,The Losers,6.2,1014,/pE4XSgQlj3DFUmUxHx97KqV02PX.jpg,"[28, 12, 80, 9648, 53]","['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']",['English'],"[1786, 429, 433, 174]","['Dark Castle Entertainment', 'DC Comics', 'Weed Road Pictures', 'Warner Bros. Pictures']","['US', 'US', 'US', 'US']"
48988,R,2011-02-25 00:00:00+00:00,tt0480687,Hall Pass,36000000,2011-02-25,86157237,105.0,en,Hall Pass,5.5,1203,/HqwUkeLOm6PUvcMntKvN0iSNR.jpg,"[35, 10749]","['Comedy', 'Romance']",['English'],"[12, 1156]","['New Line Cinema', 'Conundrum Entertainment']","['US', '']"
49519,PG,2013-03-22 00:00:00+00:00,tt0481499,The Croods,135000000,2013-03-20,587204668,98.0,en,The Croods,6.8,4563,/27zvjVOtOi5ped1HSlJKNsKXkFH.jpg,"[28, 12, 16, 35, 10751, 14]","['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",['English'],[521],['DreamWorks Animation'],['US']
44594,R,2010-03-13 00:00:00+00:00,tt0482461,Barry Munday,0,2010-03-13,0,95.0,en,Barry Munday,5.7,45,/ctHpUBRpnuGtwF4mYkKQVdjG8NI.jpg,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']",['English'],"[8820, 9039, 8871, 9038]","['Prospect Pictures', ""Stick 'N' Stone Productions"", 'Corner Store Entertainment', 'Far Hills Pictures']","['', 'US', '', 'US']"
72431,PG-13,2012-01-11 00:00:00+00:00,tt0485985,Red Tails,58000000,2012-01-19,50365377,125.0,en,Red Tails,6.0,296,/dXmhYTdeMiuQFW4VpiWbfjtxtl9.jpg,"[18, 28, 12, 36, 10752]","['Drama', 'Action', 'Adventure', 'History', 'War']","['English', 'Français', 'Deutsch']","[1, 25]","['Lucasfilm Ltd.', '20th Century Fox']","['US', 'US']"
68730,R,2017-03-28 00:00:00+00:00,tt0490215,Silence,46000000,2016-12-22,23737523,161.0,en,Silence,7.1,2018,/wO8XKAt3JUpdij27gIq6Maq4JMp.jpg,"[18, 36]","['Drama', 'History']","['日本語', 'English']","[22842, 23033, 8870, 73685, 54537, 86060, 23243]","['Waypoint Entertainment', 'Cappa Defina Productions', 'CatchPlay', 'Emmett Furla Oasis Films', 'Fábrica de Cine', 'SharpSword Films', 'Sikelia Productions']","['US', '', '', 'US', 'MX', '', 'US']"
49022,PG-13,2011-05-05 00:00:00+00:00,tt0491152,Something Borrowed,35000000,2011-05-05,65090821,112.0,en,Something Borrowed,6.1,691,/9oieyNEluxHmtHS0TepM5EUBiDU.jpg,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']",['English'],"[38010, 1088, 38011]","['Wild Ocean Films', 'Alcon Entertainment', '2S Films']","['', 'US', '']"
257785,R,2017-08-25 00:00:00+00:00,tt0491203,Tulip Fever,25000000,2017-07-13,3425664,107.0,en,Tulip Fever,6.5,395,/aGBRTDMuYDKCA9g7NTGwtMZBWd.jpg,"[18, 10749]","['Drama', 'Romance']",['English'],"[4, 2054, 9015, 308]","['Paramount', 'Ruby Films', 'Worldview Entertainment', 'The Weinstein Company']","['US', '', '', 'US']"
35169,PG,2010-04-02 00:00:00+00:00,tt0492389,Furry Vengeance,35000000,2010-04-02,36236710,92.0,en,Furry Vengeance,4.6,351,/vR8BBTRxU2xu0FvrTTio8CvCwi3.jpg,"[35, 10751]","['Comedy', 'Family']",['English'],"[34447, 6736, 3929, 6735]","['Furry Vengeance Productions', 'Imagenation Abu Dhabi FZ', 'Robert Simonds Productions', 'Participant Media']","['', '', '', 'US']"
38843,G,2010-07-23 00:00:00+00:00,tt0493949,Ramona and Beezus,15000000,2010-07-23,27293743,103.0,en,Ramona and Beezus,6.4,540,/r9HUYkHyBgGIgqn9FZKBW4zGsYd.jpg,"[35, 10751]","['Comedy', 'Family']",['English'],"[444, 813]","['Dune Entertainment', 'Di Novi Pictures']","['US', 'US']"
14564,PG-13,2017-02-03 00:00:00+00:00,tt0498381,Rings,25000000,2017-02-01,83080890,102.0,en,Rings,4.9,1941,/5FoczK6tDFzC9OyHiMMNIeNspek.jpg,[27],['Horror'],['English'],"[4, 829, 24902, 49325, 85425]","['Paramount', 'Vertigo Entertainment', 'Macari/Edelstein', 'Parkes+MacDonald Image Nation', 'Waddieish Claretrap']","['US', 'US', '', '', '']"
72358,PG-13,2012-03-08 00:00:00+00:00,tt0763831,A Thousand Words,40000000,2012-03-07,22044277,91.0,en,A Thousand Words,6.1,864,/4BoeDiKFqKwq4mfU8ITDLglFyoc.jpg,"[18, 35]","['Drama', 'Comedy']",['English'],"[4, 831, 6024, 7]","['Paramount', 'Saturn Films', 'Varsity Pictures', 'DreamWorks Pictures']","['US', 'US', 'US', 'US']"
63492,R,2011-09-30 00:00:00+00:00,tt0770703,What's Your Number?,20000000,2011-09-30,30426096,106.0,en,What's Your Number?,6.4,1492,/5Y0NCDKMr0xPNzfzuhMmOfpJQxl.jpg,"[35, 10749]","['Comedy', 'Romance']",['English'],"[508, 10104, 1836]","['Regency Enterprises', 'New Regency Pictures', 'Contrafilm']","['US', 'US', '']"
89708,PG-13,2012-08-22 00:00:00+00:00,tt0770802,Samsara,4000000,2011-09-16,0,102.0,en,Samsara,8.2,352,/wqoxzWwHn93heUxfcMYPhNqQ45d.jpg,[99],['Documentary'],['No Language'],[10986],['Magidson Films'],['']
49521,PG-13,2013-11-12 00:00:00+00:00,tt0770828,Man of Steel,225000000,2013-06-12,668045518,143.0,en,Man of Steel,6.5,11009,/7rIPjn5TUK04O25ZkMyHrGNPgLx.jpg,"[28, 12, 14, 878]","['Action', 'Adventure', 'Fantasy', 'Science Fiction']",['English'],"[923, 9993, 9996, 174, 9995, 429, 9994]","['Legendary Entertainment', 'DC Entertainment', 'Syncopy', 'Warner Bros. Pictures', 'Cruel & Unusual Films', 'DC Comics', 'Third Act Productions']","['US', 'US', 'GB', 'US', 'US', 'US', '']"
64690,R,2011-09-16 00:00:00+00:00,tt0780504,Drive,15000000,2011-08-06,78054825,100.0,en,Drive,7.6,8174,/602vevIURmpDfzbnv5Ubi6wIkQm.jpg,"[18, 53, 80]","['Drama', 'Thriller', 'Crime']",['English'],"[7263, 2266, 2527, 3263, 11337, 46625]","['FilmDistrict', 'Bold Films', 'Marc Platt Productions', 'OddLot Entertainment', 'Motel Movies', 'Newbridge Film Capital']","['US', 'US', 'US', 'US', '', '']"
7978,R,2010-02-12 00:00:00+00:00,tt0780653,The Wolfman,150000000,2010-02-11,0,102.0,en,The Wolfman,5.7,1215,/5gYuDqlfm1eAlHOjxvlkchzQP9k.jpg,[27],['Horror'],['English'],"[4403, 33, 7295]","['Stuber Productions', 'Universal Pictures', 'Relativity Media']","['', 'US', 'US']"
170687,PG,2014-09-26 00:00:00+00:00,tt0787474,The Boxtrolls,60000000,2014-09-10,108255770,97.0,en,The Boxtrolls,6.6,1172,/GXOIM93ZrOFUtYfR2rQIxgsYUJ.jpg,"[16, 35, 10751, 14]","['Animation', 'Comedy', 'Family', 'Fantasy']",['English'],[11537],['Laika Entertainment'],['US']
353326,PG-13,2016-04-29 00:00:00+00:00,tt0787524,The Man Who Knew Infinity,0,2016-04-08,11472454,108.0,en,The Man Who Knew Infinity,7.2,903,/tCeXb6V9t7JnuG0KaeqYLN6PwUv.jpg,[18],['Drama'],"['', 'English', 'தமிழ்']","[4135, 6455, 50079, 80468, 80469]","['Animus Films', 'Edward R. Pressman Film', 'Kreo Films FZ', 'Xeitgeist Entertainment Group', 'American Entertainment Investors']","['US', '', '', '', '']"
124459,PG-13,2013-03-15 00:00:00+00:00,tt0790628,The Incredible Burt Wonderstone,30000000,2013-03-14,27437881,100.0,en,The Incredible Burt Wonderstone,5.4,1036,/Bl95sg5Ljo3Hu9SSL0JOvLerLh.jpg,[35],['Comedy'],['English'],"[12, 11175, 11176]","['New Line Cinema', 'Benderspink', 'Carousel Productions']","['US', '', '']"
152532,R,2013-11-22 00:00:00+00:00,tt0790636,Dallas Buyers Club,5000000,2013-11-17,55198285,117.0,en,Dallas Buyers Club,7.9,5809,/7Fdh7gUq3plvQqxRbNYhWvDABXA.jpg,"[18, 36]","['Drama', 'History']","['English', '日本語']","[33, 19631, 6626, 126735, 14636, 126736]","['Universal Pictures', 'Truth Entertainment', 'Voltage Pictures', 'CE', 'Evolution Independent', 'R² Films']","['US', '', 'US', '', '', '']"
75780,PG-13,2012-12-21 00:00:00+00:00,tt0790724,Jack Reacher,60000000,2012-12-20,218340595,130.0,en,Jack Reacher,6.5,4716,/zlyhKMi2aLk25nOHnNm43MpZMtQ.jpg,"[80, 18, 53, 28]","['Crime', 'Drama', 'Thriller', 'Action']",['English'],"[4, 762, 21777, 82819, 128585, 128586]","['Paramount', 'Mutual Film Company', 'TC Productions', 'Skydance Media', 'H2L Media ""AKA"" Mutual Film Company', 'H2L Media Group']","['US', '', '', 'US', '', '']"
49524,PG-13,2013-07-19 00:00:00+00:00,tt0790736,R.I.P.D.,130000000,2013-07-18,61648500,96.0,en,R.I.P.D.,5.7,2447,/fQ7CI5zmmhZlHuYBFKgK9w4hwlS.jpg,"[14, 28, 35, 80]","['Fantasy', 'Action', 'Comedy', 'Crime']",['English'],"[33, 552, 333]","['Universal Pictures', 'Dark Horse Entertainment', 'Original Film']","['US', 'US', 'US']"
18823,PG-13,2010-04-02 00:00:00+00:00,tt0800320,Clash of the Titans,125000000,2010-04-01,232713139,106.0,en,Clash of the Titans,5.8,4342,/nzaolaRSo8ZIGjxnX89PEnpROae.jpg,"[12, 14, 28]","['Adventure', 'Fantasy', 'Action']",['English'],"[80, 923, 3528, 20478, 174]","['The Zanuck Company', 'Legendary Entertainment', 'Thunder Road', 'Moving Picture Company', 'Warner Bros. Pictures']","['US', 'US', 'US', 'GB', 'US']"
10195,PG-13,2011-05-06 00:00:00+00:00,tt0800369,Thor,150000000,2011-04-21,449326618,115.0,en,Thor,6.7,14915,/prSfAi1xGrhLQNxVSUFh61xQ4Qy.jpg,"[12, 14, 28]","['Adventure', 'Fantasy', 'Action']",['English'],"[420, 4]","['Marvel Studios', 'Paramount']","['US', 'US']"
68735,PG-13,2016-06-10 00:00:00+00:00,tt0803096,Warcraft,160000000,2016-05-25,433677183,123.0,en,Warcraft,6.3,4753,/k3a41SS1q5xmbvzPvzTIfG7GDlp.jpg,"[28, 12, 14]","['Action', 'Adventure', 'Fantasy']",['English'],"[923, 33, 507, 16028, 81620]","['Legendary Entertainment', 'Universal Pictures', 'Atlas Entertainment', 'Blizzard Entertainment', 'Tencent Pictures']","['US', 'US', 'US', 'US', 'CN']"
43923,PG-13,2010-09-26 00:00:00+00:00,tt0804497,It's Kind of a Funny Story,8000000,2010-10-08,6491240,102.0,en,It's Kind of a Funny Story,7.0,1574,/jAIoL0275PFrx9jrmneWAqmBvtD.jpg,"[35, 18]","['Comedy', 'Drama']",['English'],[10146],['Focus Features'],['US']
