id,rating,release_date_cert,imdb_id,title,budget,release_date,revenue,runtime,original_language,original_title,vote_average,vote_count,poster_path,genres_id,genres_name,spoken_languages_name,production_companies_id,production_companies_name,production_companies_origin_country
316002,PG-13,2015-02-10 00:00:00+00:00,tt1137470,Accidental Love,26000000,2015-02-10,24487,100.0,en,Accidental Love,4.0,210,/cIoH8SS8famTdM7gZuivudgWFGA.jpg,"[10749, 35]","['Romance', 'Comedy']",['English'],"[17888, 810, 24972]","['K. JAM Media', 'Persistent Entertainment', 'Vocal Yokels']","['US', '', '']"
11439,PG-13,2010-02-12 00:00:00+00:00,tt1139328,The Ghost Writer,45000000,2010-02-12,60222298,128.0,en,The Ghost Writer,6.8,1365,/rK7m2Ba0ieXa37NaAmrx4dfRvvM.jpg,"[53, 9648]","['Thriller', 'Mystery']",['English'],"[355, 264, 265, 83]","['R.P. Productions', 'Studio Babelsberg', 'Runteam', 'France 2 Cinéma']","['FR', 'DE', 'GB', 'FR']"
62214,PG,2012-10-05 00:00:00+00:00,tt1142977,Frankenweenie,39000000,2012-10-04,35287788,87.0,en,Frankenweenie,6.8,2049,/yGjVbLVdZRBlZTTQVBsj2KUjL1s.jpg,"[16, 35, 10751]","['Animation', 'Comedy', 'Family']",['English'],[8601],['Tim Burton Productions'],['']
118612,PG-13,2012-09-14 00:00:00+00:00,tt1799508,After,0,2012-08-27,0,90.0,en,After,5.5,109,/v6L4c9596q7noiwI0NBJVxQw6of.jpg,"[9648, 53]","['Mystery', 'Thriller']",['English'],"[25567, 25566]","['Quite Quick Productions', 'Seabourne Pictures']","['', '']"
38117,PG-13,2011-03-04 00:00:00+00:00,tt1152398,Beastly,17000000,2011-01-21,43165571,86.0,en,Beastly,6.2,2046,/mlUx7nIzHQ2Q3y880OpOC2SDF4a.jpg,"[18, 14, 10749]","['Drama', 'Fantasy', 'Romance']","['English', 'Español']","[60600, 5490, 54502]","['Storefront Films', 'CBS Films', ""Mel's Cite du Cinema""]","['', 'US', '']"
43942,PG-13,2010-10-01 00:00:00+00:00,tt1152822,Freakonomics,3000000,2010-10-01,103735,93.0,en,Freakonomics,6.5,72,/uNO9svhhl5BqTlBN7ligl2uvttS.jpg,[99],['Documentary'],['English'],"[7367, 7368, 7369, 7370]","['Chad Troutwine Films', 'Green Film Company', 'Human Worldwide', 'Loki Films']","['', '', '', '']"
41479,R,2010-04-16 00:00:00+00:00,tt1285309,The Joneses,10000000,2010-04-16,7022728,96.0,en,The Joneses,6.1,359,/d8APuZad4Hk44KexLgthxGMTqE7.jpg,"[35, 18]","['Comedy', 'Drama']",['English'],"[2147, 3870]","['Echo Lake Entertainment', 'Premiere Picture']","['US', 'GB']"
38575,PG,2010-06-10 00:00:00+00:00,tt1155076,The Karate Kid,40000000,2010-06-10,357852395,140.0,en,The Karate Kid,6.4,3823,/tAMQREOoztvluqrfHiGHFVfB04B.jpg,"[28, 12, 18, 10751]","['Action', 'Adventure', 'Drama', 'Family']","['普通话', 'English']","[2596, 5, 5635, 907, 34]","['Jerry Weintraub Productions', 'Columbia Pictures', 'China Film Group', 'Overbrook Entertainment', 'Sony Pictures']","['US', 'US', '', 'US', 'US']"
48171,PG-13,2011-01-28 00:00:00+00:00,tt1161864,The Rite,37000000,2011-01-28,96047633,114.0,en,The Rite,6.0,1265,/2kyUxzavXXyFbVXMEggsbam80aV.jpg,"[18, 53, 27]","['Drama', 'Thriller', 'Horror']","['English', 'Italiano', 'Magyar', 'Pусский', 'Latin', 'Cymraeg']","[12, 1836, 2735, 17336, 21211, 20419]","['New Line Cinema', 'Contrafilm', 'Mid Atlantic Films', 'Hungarian National Film Office', 'Rome Film Commission', 'Lazio Film Commission']","['US', '', '', '', '', '']"
57158,PG-13,2013-12-13 00:00:00+00:00,tt1170358,The Hobbit: The Desolation of Smaug,250000000,2013-12-11,958400000,161.0,en,The Hobbit: The Desolation of Smaug,7.6,8963,/ckAJAtGcIrXy90wUuIdCmLCzkPW.jpg,"[12, 14, 28]","['Adventure', 'Fantasy', 'Action']",['English'],"[174, 11, 12, 21]","['Warner Bros. Pictures', 'WingNut Films', 'New Line Cinema', 'Metro-Goldwyn-Mayer']","['US', 'NZ', 'US', 'US']"
175528,PG-13,2013-09-27 00:00:00+00:00,tt1171222,Baggage Claim,8500000,2013-09-27,22456509,96.0,en,Baggage Claim,5.4,144,/aXRqc6n2VBHO3wIyi37n2Moeuuu.jpg,[35],['Comedy'],['English'],[31835],['Sneak Preview Productions'],['']
46503,R,2010-12-03 00:00:00+00:00,tt1175709,All Good Things,0,2010-12-03,0,101.0,en,All Good Things,6.0,582,/3RM8SyB0yHanJbYeHdgi5eLv21C.jpg,"[18, 9648, 53, 80, 10749]","['Drama', 'Mystery', 'Thriller', 'Crime', 'Romance']",['English'],[308],['The Weinstein Company'],['US']
232572,R,2015-09-02 00:00:00+00:00,tt1178665,A Walk in the Woods,8000000,2015-09-02,35991087,104.0,en,A Walk in the Woods,5.9,459,/2TiaYwYeGRsYsfqH8dNjlYbIu1Z.jpg,"[12, 35, 18]","['Adventure', 'Comedy', 'Drama']",['English'],"[316, 80834]","['Wildwood Enterprises', 'Route One Entertainment']","['US', 'US']"
23437,R,2010-04-30 00:00:00+00:00,tt1179056,A Nightmare on Elm Street,35000000,2010-04-30,115664037,95.0,en,A Nightmare on Elm Street,5.5,1717,/nsmW28GcNabCUZfP5YtUEe8Li0f.jpg,"[27, 9648, 53]","['Horror', 'Mystery', 'Thriller']",['English'],"[12, 2481]","['New Line Cinema', 'Platinum Dunes']","['US', 'US']"
333371,PG-13,2016-03-11 00:00:00+00:00,tt1179933,10 Cloverfield Lane,15000000,2016-03-10,108286421,104.0,en,10 Cloverfield Lane,6.9,5348,/84Dhwz93vCin6T1PX6ctSvWEuNE.jpg,"[53, 878, 18, 27]","['Thriller', 'Science Fiction', 'Drama', 'Horror']",['English'],"[78177, 4, 11461]","['Spectrum Effects', 'Paramount', 'Bad Robot']","['', 'US', 'US']"
38031,R,2010-05-23 00:00:00+00:00,tt1182350,You Will Meet a Tall Dark Stranger,22000000,2010-05-23,0,98.0,en,You Will Meet a Tall Dark Stranger,5.8,541,/2nou3MzgR1bKdgtYq4EwA3Zndr9.jpg,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']",['English'],"[1824, 29566]","['Gravier Productions', 'Atresmedia']","['', 'ES']"
31007,R,2010-01-23 00:00:00+00:00,tt1183923,Welcome to the Rileys,0,2010-10-29,317382,110.0,en,Welcome to the Rileys,6.6,272,/ndDtcacfPmzpNyHF93RfvQDlqew.jpg,[18],['Drama'],['English'],"[8083, 769, 1645, 9118, 54860]","['Film Rites', 'Destination Films', 'Scott Free Productions', 'Samuel Goldwyn Films', 'Argonaut Pictures']","['US', 'US', 'GB', 'US', '']"
50348,R,2011-03-18 00:00:00+00:00,tt1189340,The Lincoln Lawyer,40000000,2011-03-17,85412898,119.0,en,The Lincoln Lawyer,7.1,1834,/gOn8Ve9Yi8fxjRkmLr5BZoOc7KV.jpg,"[80, 18, 53]","['Crime', 'Drama', 'Thriller']",['English'],"[737, 1632, 126]","['Sidney Kimmel Entertainment', 'Lionsgate', 'Lakeshore Entertainment']","['US', 'US', 'US']"
44896,PG,2011-03-03 00:00:00+00:00,tt1192628,Rango,135000000,2011-03-02,245724603,107.0,en,Rango,6.7,4127,/fK60JeK00vkRTi2vVp3vxzsBli6.jpg,"[16, 35, 10751, 37, 12]","['Animation', 'Comedy', 'Family', 'Western', 'Adventure']",['English'],"[4, 2348, 3281, 10262]","['Paramount', 'Nickelodeon Movies', 'GK Films', 'Blind Wink']","['US', 'US', 'GB', '']"
41233,PG-13,2010-08-06 00:00:00+00:00,tt1193631,Step Up 3D,30000000,2010-08-04,159291809,107.0,en,Step Up 3D,6.8,1373,/5p0GToBGFOcuOmeDmwoO78hD8jV.jpg,"[18, 10749]","['Drama', 'Romance']",['English'],"[9195, 491]","['Touchstone Pictures', 'Summit Entertainment']","['US', 'US']"
49040,PG-13,2012-08-10 00:00:00+00:00,tt1194173,The Bourne Legacy,130000000,2012-08-08,276572938,135.0,en,The Bourne Legacy,6.1,4083,/ucqtAussxYNRw4lGvRaSbRJLskV.jpg,"[28, 53]","['Action', 'Thriller']","['English', 'Pусский']","[33, 7295, 25716, 1778, 862]","['Universal Pictures', 'Relativity Media', 'Captivate Entertainment', 'Dentsu', 'The Kennedy/Marshall Company']","['US', 'US', '', 'JP', 'US']"
45324,R,2010-12-17 00:00:00+00:00,tt1194417,Casino Jack,12500000,2010-09-16,1083683,108.0,en,Casino Jack,5.9,173,/3Dpicp6VEtCSj39XBG5mnbe5TQ9.jpg,"[80, 35, 18]","['Crime', 'Comedy', 'Drama']","['English', 'Français']","[8691, 8689, 36028, 8692, 36029, 8690, 7626]","['Vortex Words Pictures', 'An Olive Branch Productions', 'Bagman (2009)', 'Hannibal Pictures', 'MCG', 'Rollercoaster Entertainment', 'Trigger Street Productions']","['', '', '', 'US', '', '', 'US']"
72207,R,2012-04-18 00:00:00+00:00,tt1195478,The Five-Year Engagement,30000000,2012-04-27,53909751,124.0,en,The Five-Year Engagement,5.8,885,/kTRWk6ibShV9sh9W6zQCkDSZE5m.jpg,"[10749, 35]","['Romance', 'Comedy']",['English'],"[33, 7295, 10105, 23876, 1778]","['Universal Pictures', 'Relativity Media', 'Apatow Productions', 'Stoller Global Solutions', 'Dentsu']","['US', 'US', 'US', '', 'JP']"
33217,PG,2010-03-19 00:00:00+00:00,tt1196141,Diary of a Wimpy Kid,15000000,2010-03-19,0,92.0,en,Diary of a Wimpy Kid,6.0,922,/iLAGiPnSuODt9cn332bkFElrRig.jpg,"[35, 10751]","['Comedy', 'Family']",['English'],"[8569, 5420, 444]","['Dayday Films', 'Color Force', 'Dune Entertainment']","['GB', 'US', 'US']"
326284,R,2015-05-07 00:00:00+00:00,tt3488328,Pound of Flesh,7500000,2015-05-07,0,104.0,en,Pound of Flesh,5.3,116,/bvNQc2aDGIUExuSygRRdDGIY0V2.jpg,[28],['Action'],['English'],"[23283, 17161, 56344, 56343]","['Rodin Entertainment', 'Odyssey Media', 'Chunqiu Time Culture Co.', 'Ace Film Company']","['', 'CA', '', '']"
64328,PG,2011-11-23 00:00:00+00:00,tt1204342,The Muppets,45000000,2011-11-22,165184237,103.0,en,The Muppets,6.6,985,/nLXqBPKErQqbumuonEW6E1oLyW3.jpg,"[35, 10751, 10402]","['Comedy', 'Family', 'Music']","['Español', 'English']","[2, 10227]","['Walt Disney Pictures', 'Mandeville Films']","['US', 'US']"
137093,PG-13,2013-11-01 00:00:00+00:00,tt1204975,Last Vegas,28000000,2013-10-31,134402450,105.0,en,Last Vegas,6.4,1442,/2oEG5ZQD5U8ecexvqt0WwNOEpP0.jpg,[35],['Comedy'],['English'],"[34886, 5490, 17393, 415, 13444]","['Gidden Media', 'CBS Films', 'Good Universe', 'Laurence Mark Productions', 'Outlaw Sinema']","['US', 'US', 'US', 'US', '']"
242512,PG-13,2014-10-24 00:00:00+00:00,tt1204977,Ouija,5000000,2014-10-24,103590271,89.0,en,Ouija,5.1,1927,/qJV57i1Q5u6GFyMV3FaGdD2P3IC.jpg,[27],['Horror'],['English'],"[88762, 33, 2481, 2531, 3172, 47354, 22826, 1778, 3341]","['White Noise Factory', 'Universal Pictures', 'Platinum Dunes', 'MRC', 'Blumhouse Productions', '5150 Action', 'Hasbro Studios', 'Dentsu', 'Fuji Television Network']","['', 'US', 'US', 'US', 'US', '', 'US', 'JP', 'JP']"
137094,PG-13,2014-01-17 00:00:00+00:00,tt1205537,Jack Ryan: Shadow Recruit,60000000,2014-01-15,135511030,105.0,en,Jack Ryan: Shadow Recruit,6.1,1978,/m7HcLUodrD4lM4s0Hui1tzO2pjO.jpg,"[28, 18, 53]","['Action', 'Drama', 'Thriller']","['English', 'Pусский']","[435, 9341, 4, 2767, 11250, 82819]","['Di Bonaventura Pictures', 'Etalon-Film', 'Paramount', 'Mace Neufeld Productions', 'Buckaroo Entertainment', 'Skydance Media']","['US', 'RU', 'US', 'US', '', 'US']"
164457,R,2013-12-06 00:00:00+00:00,tt1206543,Out of the Furnace,22000000,2013-12-06,15400000,116.0,en,Out of the Furnace,6.5,1292,/lP5dmVXryu8gQ05ox5XtEBaUH7G.jpg,"[53, 18, 80]","['Thriller', 'Drama', 'Crime']",['English'],"[18617, 562, 7295, 1645, 19177]","['Energy Entertainment', 'Appian Way', 'Relativity Media', 'Scott Free Productions', 'Red Granite Pictures']","['', 'US', 'US', 'GB', '']"
41894,PG-13,2010-02-01 00:00:00+00:00,tt1210039,Blood Done Sign My Name,10000000,2010-02-01,82739,0.0,en,Blood Done Sign My Name,6.1,8,/6aoc3MexldhKq65EmlosHMkUxgz.jpg,"[18, 80]","['Drama', 'Crime']",[],[],[],[]
60308,PG-13,2011-09-22 00:00:00+00:00,tt1210166,Moneyball,50000000,2011-09-22,110206216,134.0,en,Moneyball,7.2,2799,/4yIQq1e6iOcaZ5rLDG3lZBP3j7a.jpg,[18],['Drama'],['English'],"[5, 258, 11370, 81, 34]","['Columbia Pictures', 'Scott Rudin Productions', 'Michael De Luca Productions', 'Plan B Entertainment', 'Sony Pictures']","['US', 'US', 'US', 'US', 'US']"
57201,PG-13,2013-07-03 00:00:00+00:00,tt1210819,The Lone Ranger,255000000,2013-07-03,89289910,149.0,en,The Lone Ranger,6.0,4354,/b2je2ZybNIzAOL1K1WPbbT6zt2M.jpg,"[28, 12, 37]","['Action', 'Adventure', 'Western']",['English'],"[37380, 2, 130, 37381, 2691, 37382]","['Silver Bullet Productions (II)', 'Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Blind Wink Productions', 'Infinitum Nihil', 'Classic Media']","['', 'US', 'US', '', 'US', '']"
284052,PG-13,2016-11-04 00:00:00+00:00,tt1211837,Doctor Strange,165000000,2016-10-25,677700000,115.0,en,Doctor Strange,7.4,15082,/gwi5kL7HEWAOTffiA14e4SbOGra.jpg,"[28, 12, 14, 878]","['Action', 'Adventure', 'Fantasy', 'Science Fiction']",['English'],[420],['Marvel Studios'],['US']
107846,R,2013-10-18 00:00:00+00:00,tt1211956,Escape Plan,50000000,2013-10-09,122915111,115.0,en,Escape Plan,6.7,3401,/8eCSMwMhfdIbjSON5C526jGif1y.jpg,"[28, 53]","['Action', 'Thriller']","['English', 'Deutsch', 'العربية', 'اردو']","[46961, 491, 2995, 10405, 11761, 11030, 17866]","['Knightsbridge Entertainment', 'Summit Entertainment', 'Atmosphere Entertainment MM', 'Emmett/Furla Films', 'Mark Canton Productions', 'Envision Entertainment', 'Boies/Schiller Film Group']","['', 'US', 'US', 'US', '', 'US', 'US']"
46256,PG,2011-06-03 00:00:00+00:00,tt1212022,The Lion of Judah,15000000,2011-06-03,0,87.0,en,The Lion of Judah,4.5,3,/dOF8yD82vboFuC0gbJdZtz2JeI8.jpg,"[12, 16, 35, 10751]","['Adventure', 'Animation', 'Comedy', 'Family']",['English'],"[30216, 30217, 30218]","['Sunrise Productions', 'Animated Family Films', 'Character Matters']","['ZA', '', '']"
44603,PG-13,2010-10-22 00:00:00+00:00,tt1212419,Hereafter,50000000,2010-10-22,105197635,129.0,en,Hereafter,6.0,1039,/nOy0X8XSmSDOuwV8pqT70WoWHwT.jpg,"[18, 14]","['Drama', 'Fantasy']","['English', 'Français']","[171, 56, 862]","['Malpaso Productions', 'Amblin Entertainment', 'The Kennedy/Marshall Company']","['US', 'US', 'US']"
314095,PG-13,2016-10-15 00:00:00+00:00,tt1212428,The Lost City of Z,30000000,2016-10-15,8574339,140.0,en,The Lost City of Z,6.2,1758,/2FZqw7fP6r5BkPqo6LHzP4jwnHj.jpg,"[12, 18, 36, 28]","['Adventure', 'Drama', 'History', 'Action']","['English', 'Deutsch', 'Português', 'Español']","[11667, 81, 24049, 24510, 73492, 79963]","['Northern Ireland Screen', 'Plan B Entertainment', 'Sierra / Affinity', 'MICA Entertainment', 'MadRiver Pictures', 'Keep Your Head']","['GB', 'US', 'US', '', '', '']"
82633,R,2012-08-29 00:00:00+00:00,tt1212450,Lawless,26000000,2012-08-29,53676580,115.0,en,Lawless,7.0,1964,/kmjy8rX4lY2x1UCJIH24VvUtDXJ.jpg,"[80, 18, 37]","['Crime', 'Drama', 'Western']",['English'],"[308, 6692, 12005, 13184, 13507, 14440, 15495, 47124]","['The Weinstein Company', 'Benaroya Pictures', 'Yucaipa Films', 'Annapurna Pictures', 'Pie Films Inc.', 'Red Wagon Entertainment', 'Revolt Films', 'Blum Hanson Allen Films']","['US', 'US', '', 'US', '', '', '', '']"
369972,PG-13,2018-10-12 00:00:00+00:00,tt1213641,First Man,70000000,2018-10-11,100546153,141.0,en,First Man,7.1,3376,/i91mfvFcPPlaegcbOyjGgiWfZzh.jpg,"[36, 18]","['History', 'Drama']",['English'],"[7, 12292, 33, 56, 109042]","['DreamWorks Pictures', 'Temple Hill Entertainment', 'Universal Pictures', 'Amblin Entertainment', 'Phantasma Films']","['US', 'US', 'US', 'US', 'US']"
107985,R,2013-08-23 00:00:00+00:00,tt1213663,The World's End,20000000,2013-07-18,46089287,109.0,en,The World's End,6.7,3547,/4kVaISfvFW8bNcPhtaYR0iRalFT.jpg,"[35, 28, 878]","['Comedy', 'Action', 'Science Fiction']",['English'],"[10146, 33, 443, 10163]","['Focus Features', 'Universal Pictures', 'Big Talk Productions', 'Working Title Films']","['US', 'US', 'GB', 'GB']"
49013,G,2011-06-16 00:00:00+00:00,tt1216475,Cars 2,200000000,2011-06-11,559852396,106.0,en,Cars 2,5.9,4895,/okIz1HyxeVOMzYwwHUjH2pHi74I.jpg,"[16, 10751, 12, 35]","['Animation', 'Family', 'Adventure', 'Comedy']","['English', '日本語', 'Italiano', 'Français']","[3, 2]","['Pixar', 'Walt Disney Pictures']","['US', 'US']"
245916,R,2014-10-10 00:00:00+00:00,tt1216491,Kill the Messenger,5000000,2014-10-09,2450846,112.0,en,Kill the Messenger,6.6,581,/8gaNZiKZHvKCqMDByY00dUIV0YC.jpg,"[53, 80, 18, 9648]","['Thriller', 'Crime', 'Drama', 'Mystery']","['English', 'Español']","[27450, 27451]","['The Combine', 'Bluegrass Films']","['', '']"
25195,PG,2010-01-08 00:00:00+00:00,tt1216492,Leap Year,19000000,2010-01-08,29922472,100.0,en,Leap Year,6.8,1295,/pF6lK6tjeoWrubVvccKfkfxLymJ.jpg,"[10749, 35]","['Romance', 'Comedy']",['English'],"[58262, 33, 158, 1266, 6363]","['Birnbaum / Barber Productions', 'Universal Pictures', 'Spyglass Entertainment', 'Octagon Films', 'BenderSpink']","['', 'US', 'US', '', '']"
62177,PG,2012-06-22 00:00:00+00:00,tt1217209,Brave,185000000,2012-06-21,538983207,93.0,en,Brave,7.0,9567,/fg57nIBn2xQw8JZKIX6AzMa3pEp.jpg,"[16, 12, 35, 10751, 28, 14]","['Animation', 'Adventure', 'Comedy', 'Family', 'Action', 'Fantasy']",['English'],[3],['Pixar'],['US']
51876,PG-13,2011-03-08 00:00:00+00:00,tt1219289,Limitless,27000000,2011-03-08,161849455,105.0,en,Limitless,7.2,7476,/hFnFlmWaGWgkwtUj5qf2DuXPeLl.jpg,"[53, 9648, 878]","['Thriller', 'Mystery', 'Science Fiction']","['English', 'Italiano', 'Pусский', '普通话', 'Français']","[7295, 8852, 8854, 8855, 8856, 134]","['Relativity Media', 'Virgin Produced', 'Many Rivers Productions', 'Boy of the Year', 'Intermedia', 'Rogue Pictures']","['US', '', '', '', '', '']"
41216,PG,2010-09-24 00:00:00+00:00,tt1219342,Legend of the Guardians: The Owls of Ga'Hoole,80000000,2010-07-10,140073390,97.0,en,Legend of the Guardians: The Owls of Ga'Hoole,6.7,1468,/zKY2nJPozrItOsSCkjgY7QPkLrE.jpg,"[16, 12, 10751, 14]","['Animation', 'Adventure', 'Family', 'Fantasy']",['English'],"[79, 8089, 174, 9995]","['Village Roadshow Pictures', 'Animal Logic', 'Warner Bros. Pictures', 'Cruel & Unusual Films']","['US', 'AU', 'US', 'US']"
315837,PG-13,2017-03-31 00:00:00+00:00,tt1219827,Ghost in the Shell,110000000,2017-03-29,169801921,107.0,en,Ghost in the Shell,6.0,5882,/myRzRzCxdfUWjkJWgpHHZ1oGkJd.jpg,"[28, 878, 53, 18]","['Action', 'Science Fiction', 'Thriller', 'Drama']","['日本語', 'English']","[93466, 4, 3407, 7294, 14439, 17449, 44311, 83645, 88981, 7]","['Weying Galaxy Entertainment', 'Paramount', 'Shanghai Film Group', 'Reliance Entertainment', 'Arad Productions', 'Grosvenor Park Productions', 'Steven Paul Production', 'Huahua Media', 'Seaside Entertainment', 'DreamWorks Pictures']","['', 'US', 'CN', 'IN', '', 'US', '', 'CN', '', 'US']"
35791,R,2010-09-10 00:00:00+00:00,tt1220634,Resident Evil: Afterlife,60000000,2010-09-09,300228084,97.0,en,Resident Evil: Afterlife,6.0,2474,/3CSQS5AX1FpOOaAv9RBmYGAvGXC.jpg,"[28, 12, 27, 878]","['Action', 'Adventure', 'Horror', 'Science Fiction']","['English', 'Español', '日本語']","[3287, 248, 342, 5755]","['Screen Gems', 'Impact Pictures', 'Davis-Films', 'Constantin Film']","['US', '', '', 'DE']"
38317,PG,2011-07-08 00:00:00+00:00,tt1222817,Zookeeper,80000000,2011-07-06,169852759,102.0,en,Zookeeper,5.4,1071,/y3b4AYw8dr4hIKTfEAjxUxx0z8G.jpg,"[35, 10749, 10751]","['Comedy', 'Romance', 'Family']",['English'],"[2608, 8000, 46221, 46222]","['Happy Madison Productions', 'Broken Road Productions', 'Zookeeper Productions', 'Hey Eddie']","['US', 'US', '', '']"
32823,R,2010-06-04 00:00:00+00:00,tt1226229,Get Him to the Greek,40000000,2010-06-04,90029656,109.0,en,Get Him to the Greek,5.9,1154,/gR2wdAE0dIWyaeOA2HFUMLm2LEJ.jpg,[35],['Comedy'],['English'],"[10105, 33, 7295, 158]","['Apatow Productions', 'Universal Pictures', 'Relativity Media', 'Spyglass Entertainment']","['US', 'US', 'US', 'US']"
12201,R,2010-01-29 00:00:00+00:00,tt1226273,Edge of Darkness,80000000,2010-01-28,74901339,117.0,en,Edge of Darkness,6.3,963,/pvHjp1vEFmp5FquSCPQ2O95tIZJ.jpg,"[80, 18, 9648, 53]","['Crime', 'Drama', 'Mystery', 'Thriller']",['English'],"[152, 3281, 288, 174]","['Icon Productions', 'GK Films', 'BBC Films', 'Warner Bros. Pictures']","['US', 'GB', 'GB', 'US']"
48289,R,2011-08-31 00:00:00+00:00,tt1226753,The Debt,20000000,2010-09-30,45636368,113.0,en,The Debt,6.6,497,/6SL1UiUmIi7JNO1U9pFdO748Unz.jpg,"[18, 53]","['Drama', 'Thriller']","['Pусский', 'English', 'Deutsch']","[9217, 14, 5374]","['Pioneer Pictures', 'Miramax', 'Marv Films']","['HU', 'US', 'GB']"
59437,R,2011-06-03 00:00:00+00:00,tt1533013,Beautiful Boy,0,2010-09-12,63931,101.0,en,Beautiful Boy,6.2,56,/s7rIEQ7GiaA0fmV9vweY28EY8Nw.jpg,[18],['Drama'],['English'],"[7424, 7425, 53169]","['First Point Entertainment', 'Braeburn Entertainment', 'Goldrush Entertainment']","['', '', 'CA']"
10138,PG-13,2010-05-07 00:00:00+00:00,tt1228705,Iron Man 2,200000000,2010-04-28,623933331,124.0,en,Iron Man 2,6.8,14471,/6WBeq4fCfn7AN0o21W9qNcRF2l9.jpg,"[12, 28, 878]","['Adventure', 'Action', 'Science Fiction']","['English', 'Pусский', 'Français']","[420, 4]","['Marvel Studios', 'Paramount']","['US', 'US']"
41402,R,2010-10-01 00:00:00+00:00,tt1228987,Let Me In,20000000,2010-10-01,24145613,116.0,en,Let Me In,6.7,1242,/rgNb9nwPKwV45c5PTvFqFmpzGt0.jpg,"[18, 27, 9648]","['Drama', 'Horror', 'Mystery']",['English'],"[1314, 3576, 12807, 11448]","['Hammer Film Productions', 'EFTI', 'Overture Films', 'Exclusive Media']","['GB', '', 'US', 'US']"
109443,PG-13,2013-12-18 00:00:00+00:00,tt1229340,Anchorman 2: The Legend Continues,50000000,2013-12-18,173649015,119.0,en,Anchorman 2: The Legend Continues,6.1,1688,/55volAzeebtFzyrx7DJkegvw8Ta.jpg,[35],['Comedy'],['English'],"[4740, 4, 10105]","['Gary Sanchez Productions', 'Paramount', 'Apatow Productions']","['US', 'US', 'US']"
300687,PG-13,2017-10-20 00:00:00+00:00,tt1230168,Same Kind of Different as Me,0,2017-10-20,6423605,119.0,en,Same Kind of Different as Me,6.8,130,/bHh5W7YuMorc4orn8DQ6c8YEnBm.jpg,[18],['Drama'],['English'],"[50086, 4, 10256]","['Chazown Pictures', 'Paramount', 'Disruption Entertainment']","['', 'US', '']"
49953,G,2011-03-25 00:00:00+00:00,tt1230204,A Turtle's Tale: Sammy's Adventures,0,2010-08-03,71594792,88.0,en,A Turtle's Tale: Sammy's Adventures,5.8,391,/rKzBoLWJX1Ku2BPiT2OQqoSLBxl.jpg,"[16, 10751]","['Animation', 'Family']",['English'],"[1991, 10159, 10160]","['Motion Investment Group', 'nWave Pictures', 'Illuminata Pictures']","['BE', 'BE', 'US']"
41733,R,2010-11-04 00:00:00+00:00,tt1231583,Due Date,65000000,2010-11-04,211780824,95.0,en,Due Date,6.3,3618,/sBxWS09pOOyXZ0dcnqfqqCAQGan.jpg,"[35, 18]","['Comedy', 'Drama']","['English', 'Español']","[923, 3527, 174]","['Legendary Entertainment', 'Green Hat Films', 'Warner Bros. Pictures']","['US', 'US', 'US']"
23048,R,2010-03-26 00:00:00+00:00,tt1231587,Hot Tub Time Machine,36000000,2010-03-26,64572262,101.0,en,Hot Tub Time Machine,6.0,1628,/a9w7PjdwFnAPXBbgbJ4RPdG3jbF.jpg,"[878, 35, 12]","['Science Fiction', 'Comedy', 'Adventure']","['Pусский', 'English']","[60, 12886, 21]","['United Artists', 'New Crime Productions', 'Metro-Goldwyn-Mayer']","['US', '', 'US']"
87428,R,2012-06-15 00:00:00+00:00,tt1232200,That's My Boy,70000000,2012-06-14,58058367,116.0,en,That's My Boy,5.6,1072,/oVCsANNQyw1AjRhQ9edFBM8HVCq.jpg,[35],['Comedy'],['English'],"[7295, 5, 2608]","['Relativity Media', 'Columbia Pictures', 'Happy Madison Productions']","['US', 'US', 'US']"
64688,R,2012-03-12 00:00:00+00:00,tt1232829,21 Jump Street,42000000,2012-03-14,201585328,109.0,en,21 Jump Street,6.8,7503,/8v3Sqv9UcIUC4ebmpKWROqPBINZ.jpg,"[28, 35, 80]","['Action', 'Comedy', 'Crime']",['English'],"[5, 7295, 333, 21, 34]","['Columbia Pictures', 'Relativity Media', 'Original Film', 'Metro-Goldwyn-Mayer', 'Sony Pictures']","['US', 'US', 'US', 'US', 'US']"
38543,R,2011-07-08 00:00:00+00:00,tt1233301,Ironclad,25000000,2011-03-03,0,121.0,en,Ironclad,6.1,441,/4OY1gztGpBbAoLXqIzETO5LXBn3.jpg,"[10749, 12, 28, 36]","['Romance', 'Adventure', 'Action', 'History']","['Dansk', 'English', 'Magyar', 'Latin']","[13792, 5706, 25487, 7416, 23238, 3870, 1208, 12075, 11841, 19579]","['Perpetual Media Capital', 'Mythic International Entertainment', 'ContentFilm International', 'Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I)', 'VIP 4 Medienfonds', 'Premiere Picture', 'Rising Star', 'Silver Reel', 'Wales Creative IP Fund', 'Molinare Investment']","['', '', '', '', '', 'GB', '', 'CH', '', '']"
